IDEnquestat	IDCol·lector	DataInici	DataFinal	AdreçaElectrònica	Nom	Cognoms	DadesPersonalitzades	Respecte a l'accés a l'habitatge, creus que al teu barri?	Quin creus que és el principal problema en relacio a l'accés a l'habitatge? (Tria fins a dues opcions)								Creus que la situació respecte a l'ensenyament públic (incloses totes les etapes) al barri és?	Quin creus que és el principal problema en relació  a l'accés a l’escola pública? (Tria fins a dues opcions)						Creus que la situació de l’atenció sanitària pública al teu barri és?	Quin creus que és el principal problema en relació a l'accés a l’atenció sanitària? (Tria fins a dues opcions)							Creus que les tarifes actuals del transport públic són?	Com valoraries la qualitat de l'aire que es respira al teu barri?	El nivell de soroll (diürn i nocturn) en el teu barri és?	Creus que el nivell de turisme al teu barri és?	Quin creus que és el principal inconvenient en relació al nivell de turisme al teu barri? (Tria fins a dues opcions)								Quins tipus d'espai fan més falta al barri? (Tria fins a dues opcions)							Les possibilitats per què la ciutadania opini i influeixi en les polítiques municipals actualment són?	Creus que les instàncies de vida associativa (cooperatives, entitats culturals, etc) al teu barri són?	Estaries d'acord amb que el regidor del districte sigui escollit directament per la gent?	Quins altres problemes no esmentats en el qüestionari són importants al barri on vius? I per la ciutat?	Tens alguna proposta per al barri / districte que es pogués implementar en el futur?	Quants anys tens?	Identifiques el teu gènere com		Barri		Codi Postal	Quin és el nivell màxim d'educació que has obtingut?	Quina és la teva situació laboral?		Participes en alguna associació / organització?
3654855775	60358171	17/12/2014 19:43:32	17/12/2014 19:56:58					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra				Condicions dels habitatges																			Elevades	Molt dolenta	Alt	Ni perjudicial ni beneficiós				Saturació dels espais públics					Parcs / zones verdes								Adequades	No ho sé	Mobilitat neta	Més pàrquings de bicicletes	31	Home		La Vila de Gràcia		8024	Universitària	Treballador per compte propi		No
3654756554	60358171	17/12/2014 18:59:28	17/12/2014 19:09:29					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra				Condicions dels habitatges				Adequada			Estat dels edificis i instal·lacions				Adequada			Manca de serveis d'urgències	Durada dels temps d'espera				Elevades	Dolenta	Normal	Ni perjudicial ni beneficiós					Sorolls				Parcs / zones verdes			Zones per a esports				Molt insuficients	Insuficients	Sí	ocupació	fomentar interculturalitat,som un barri de molts països	22	Home		La Maternitat i Sant Ramon	collblanc,l'Hospitalet també us necessita	8903	Secundària	Aturat		Sí
3654725689	60358171	17/12/2014 18:48:02	17/12/2014 19:07:15					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta	Poques places		Estat dels edificis i instal·lacions				Dolenta		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Massa elevades	Dolenta	Alt	Perjudicial	Nivell excessiu			Saturació dels espais públics								Zones per a esports	Zones de jocs per a nens			Molt insuficients	Molt insuficients	Sí		Un autobús de barrio sería muy necesario por la larga distancia en el recorrido Hospital San Pablo, etc.	75	Dona		La Sagrada Família		8025	Secundària	Jubilat / Pensionista		Sí
3654675616	60358171	17/12/2014 18:27:18	17/12/2014 18:32:21					Hi ha alguns problemes		Manca d'oferta de lloguer / compra						Gran nombre de pisos turístics	Adequada				Mala qualitat de l'ensenyament	Desigualtat entre escoles		Adequada		Manca de places/serveis hospitalaris	Manca de serveis d'urgències		Problemes d'atenció / tracte			Massa elevades	Molt dolenta	Molt alt	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics	Sorolls			Massificació de visitants	Parcs / zones verdes					Places		Molt insuficients	Insuficients	Sí			28	Dona		La Sagrada Família		8013	Universitària	Treballador per compte propi		No
3654615078	60358171	17/12/2014 18:01:12	17/12/2014 18:09:21					Hi ha greus problemes				Dificultats accés als crèdits					Adequada					Desigualtat entre escoles		Dolenta					Problemes d'atenció / tracte			Elevades	Dolenta	Normal	Ni perjudicial ni beneficiós							Cap						Zones de jocs per a nens			Molt insuficients	Molt insuficients	Sí	Molta bruticia pels carrers	Mes vigilancia per part de la guardia urbana	65	Home		El Guinardó		8041	Universitària	Jubilat / Pensionista		No
3654614292	60358171	17/12/2014 18:01:02	17/12/2014 18:11:00					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa	Dificultats accés als crèdits					Adequada	Poques places	Lluny de casa	Estat dels edificis i instal·lacions				Adequada	Manca de centres d'atenció primària	Manca de places/serveis hospitalaris		Durada dels temps d'espera				Massa elevades	Molt dolenta	Molt alt	Beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics		Augment de les escombraries, brutícia			Parcs / zones verdes	Biblioteques						Molt insuficients	Insuficients	Sí	Equipaments de creació cultural. Impulsar les indústries culturals	Corredors verds urbans intrabarris.	44	Home		La Sagrada Família		8013	Universitària	Estudiant		Sí
3654606736	60358171	17/12/2014 17:54:13	17/12/2014 18:00:19					No hi ha problemes importants	Relació qualitat-preu del lloguer / compra	Manca d'oferta de lloguer / compra							Molt dolenta				Mala qualitat de l'ensenyament			Adequada		Manca de places/serveis hospitalaris			Problemes d'atenció / tracte			Massa elevades	Adequada	Alt	Beneficiós							Cap								Bars	Molt insuficients	Excessives	No ho sé			22	Dona		El Raval			Universitària	Treballador per compte aliè		No
3654554177	60358171	17/12/2014 17:35:37	17/12/2014 17:40:07					Hi ha greus problemes						Desnonaments	Excés de pisos buits		Molt dolenta	Poques places		Estat dels edificis i instal·lacions		Desigualtat entre escoles		Molt dolenta			Manca de serveis d'urgències	Durada dels temps d'espera				Massa elevades	Molt dolenta	Molt alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)			Augment de les escombraries, brutícia			Parcs / zones verdes		Centres Civics					Molt insuficients	Molt insuficients	Sí			35	Home		----CIUTAT VELLA			Primària	Aturat		No
3654547174	60358171	17/12/2014 17:32:41	17/12/2014 17:38:54					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra						Excés de pisos buits		Dolenta				Mala qualitat de l'ensenyament	Desigualtat entre escoles		Dolenta	Manca de centres d'atenció primària					Problemes de qualitat		Massa elevades	Molt dolenta	Alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)						Parcs / zones verdes		Centres Civics					Molt insuficients	Insuficients	Sí			35	Home		La Dreta de l'Eixample			Universitària	Treballador per compte propi		Sí
3654522939	60358171	17/12/2014 17:22:37	17/12/2014 17:26:43					Hi ha alguns problemes			Manca d'oferta pública / cooperativa	Dificultats accés als crèdits					Adequada					Desigualtat entre escoles		Adequada				Durada dels temps d'espera				Elevades	Adequada	Normal	Ni perjudicial ni beneficiós							Cap								Equipaments culturals o millora dels existents	Molt insuficients	Insuficients	Sí	Neteja carrers	No	33	Dona		Sant Martí de Provençals		8018	Universitària	Treballador per compte aliè		Sí
3654493049	60358171	17/12/2014 17:06:58	17/12/2014 17:16:29					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra								Dolenta	Poques places				Desigualtat entre escoles		Adequada								Massa elevades	Bona	Baix	Ni perjudicial ni beneficiós									Parcs / zones verdes		Centres Civics		Zones de jocs per a nens			Insuficients	Adequades	Sí	L'Ajuntament gasta massa diners en esborrar les pintades a les poques hores!! Hi ha massa edificis propietat de l'Església.		50	Dona		La Vila de Gràcia		8024	Universitària	Treballador per compte propi		Sí
3654490057	60358171	17/12/2014 17:01:54	17/12/2014 17:15:17					Hi ha alguns problemes		Manca d'oferta de lloguer / compra							Dolenta						Falta de mitjans en general	Dolenta				Durada dels temps d'espera				Elevades	Dolenta	Normal	Ni perjudicial ni beneficiós							Cap		Parcs / zones verdes							Insuficients	Adequades	Sí	Obres inacabades (La Maquinista) i pèrdua de comerç de proximitat.	Una campanya sèria en favor del comerç de proximitat, i prou donar suport als centres comercials.	26	Dona		Sant Andreu		8030	Universitària	Aturat		No
3654478358	60358171	17/12/2014 17:04:34	17/12/2014 17:12:27					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Molt dolenta					Desigualtat entre escoles	hi ha més escola concertada i religiosa q pública i aquesta està en desaventatge d mitjans	Adequada				Durada dels temps d'espera				Massa elevades	Dolenta	Alt	Ni perjudicial ni beneficiós							Cap		Parcs / zones verdes						manca d aparcaments públics. q acabin obres la sagrera i s adequin els espais al seu voltant	Insuficients	Insuficients	Sí	la qüestió dl trànsit q és excessiu		50	Dona		La Sagrera		8027	Universitària	Treballador per compte aliè		Sí
3654456057	60358171	17/12/2014 16:56:10	17/12/2014 17:10:56					Hi ha greus problemes						Desnonaments		"Incapacitat dels moviments populars per acabar amb la seva casta interna (los llamados ""recuperadores"", la mayoría troskistas con buenas dotes de palabra que están en todas las plataformas desde hace años y CARECEN absolutamente de visión estratégica emancipatoria, mientras que tienen muy buenas dotes para manipular, ilusionar y empantanar o diluir los movimientos populares)"	Molt dolenta				Mala qualitat de l'ensenyament	Desigualtat entre escoles		Molt dolenta		Manca de places/serveis hospitalaris	Manca de serveis d'urgències					Massa elevades	Molt dolenta	Alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)					pèrdua de sobirania local	Parcs / zones verdes					Places		Molt insuficients	Insuficients	No	atur, pobresa generalitzada, agressions masclistes i micromasclistes, sensació d'indefensió total devant la policia	l'organització de milícies d'autodefensa popular i de comunes	24	Home		Sants		8014	Universitària	Aturat		Sí
3654454989	60358171	17/12/2014 16:52:32	17/12/2014 16:58:38					Hi ha alguns problemes			Manca d'oferta pública / cooperativa				Excés de pisos buits		Dolenta	Poques places				Desigualtat entre escoles		Adequada				Durada dels temps d'espera				Massa elevades	Adequada	Alt	Ni perjudicial ni beneficiós				Saturació dels espais públics								Zones per a esports				Molt insuficients	Molt insuficients	Sí		escales mecàniques per a la gent gran a carrers amb pendent forta. zones públiques acondicionades per l'esport	32	Dona		El Guinardó		8024	Universitària	Treballador per compte aliè		Sí
3654451374	60358171	17/12/2014 16:54:30	17/12/2014 16:59:06					No hi ha problemes importants								Necesitamos y ya un puente para que los pobres puedan guarecerse.	Molt bona						La falta de carajillos en los bares de los institutos.	Molt bona							Las jeringuillas que dejan los yonkis al lado de los bordillos	Molt baixes	Molt bona	Molt baix	Beneficiós								Que las guiris son unas estrechas.							Puticlubs	Excessives	Excessives	No	Los terremotos	Reparto gratuíto de farlopa.	20	Home		Sant Antoni		8015	Universitària	Altres (especifiqueu)	Vivo desde hace años de alguna entidad que recibe subvenciones / de una universidad. Por eso simpatizo con Guanyem.	No
3654438504	60358171	17/12/2014 16:46:07	17/12/2014 17:10:07					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra						Excés de pisos buits		Adequada							Adequada							Als metges de capçalera els han restringit l'autorització de proves que ara han d'avalar especialistes retardant l'inici de tractaments que abans feia el metge de capçalera.	Adequades	Dolenta	Alt	Beneficiós								És beneficiós perquè tenim més serveis	Parcs / zones verdes					Places	Major pacificació del trànsit. Menys carrils cotxes i més per bicis i vianants	Molt insuficients	Insuficients	Sí	Cal millorar l'accés en transport públic de l'àrea metropolitana i comarques del contorn de la ciutat (major rapidesa) amb Barcelona. Només així millorarem la circulació. Els cotxes són sobretot de persones que viuen en ciutats pròximes a Barcelona. I fins ara el transport públic només és eficient dins de la ciutat.		33	Home		La Sagrada Família		8025	Universitària	Treballador per compte aliè		No
3654435939	60358171	17/12/2014 16:48:31	17/12/2014 16:59:08					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra			Dificultats accés als crèdits					Dolenta	Poques places						Adequada			Manca de serveis d'urgències					Massa elevades	Bona	Normal	Ni perjudicial ni beneficiós		Nivell insuficient								Biblioteques						Insuficients	Insuficients	Sí	La mobilitat a tota la ciutat, sobretot pel que fa a les poquíssimes places d'aparcsment per a motos, darrerament a això se li suma la grua municipal retirant motos de la vorera. Jo necessito la moto i la politica municipal es punitiva.		45	Dona		El Putxet i el Farró		8035	Universitària	Treballador per compte propi		Sí
3654424370	60358171	17/12/2014 16:43:57	17/12/2014 16:49:01					No hi ha problemes importants		Manca d'oferta de lloguer / compra							Molt bona				Mala qualitat de l'ensenyament			Molt bona				Durada dels temps d'espera	Problemes d'atenció / tracte			Baixes	Bona	Normal	Beneficiós							Cap			Biblioteques						Adequades	Adequades	No	locals ilegals de compra/venta ferralla.	"fer fora tots els ocupant ""il.legals"" de locals"	37	Home		El Poblenou		8018	Universitària	Treballador per compte aliè		No
3654422310	60358171	17/12/2014 16:42:57	17/12/2014 16:58:22					No hi ha problemes importants			Manca d'oferta pública / cooperativa	Dificultats accés als crèdits		Desnonaments			Dolenta						massa escoles privades	Adequada		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Elevades	Adequada	Normal	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)		Sorolls	Augment de les escombraries, brutícia				Biblioteques						Molt insuficients	Insuficients	Sí	la neteja, manteniment dels espais públics	institut de la Clota	65	Home		La Vall d'Hebron	Parc de la Vall d'Hebron	8035	Universitària	Jubilat / Pensionista		Sí
3654419021	60358171	17/12/2014 16:41:49	17/12/2014 16:46:20					No hi ha problemes importants	Relació qualitat-preu del lloguer / compra						Excés de pisos buits		Adequada	Poques places		Estat dels edificis i instal·lacions		Desigualtat entre escoles		Dolenta				Durada dels temps d'espera		Problemes de qualitat		Massa elevades	Dolenta	Baix	Beneficiós				Saturació dels espais públics			Cap		Parcs / zones verdes							Molt insuficients	Insuficients	Sí	Estoy a favor del turismo como industria que contamina menos que otras, de Airbnb, de uber, de toda economia colaborativa		30	Home		El Putxet i el Farró		8006	Universitària	Treballador per compte aliè		Sí
3654209157	60358171	17/12/2014 15:21:11	17/12/2014 15:29:08					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra			Dificultats accés als crèdits	Condicions dels habitatges				Dolenta	Poques places				Desigualtat entre escoles		Adequada					Problemes d'atenció / tracte			Massa elevades	Dolenta	Molt alt	Perjudicial				Saturació dels espais públics	Sorolls	Augment de les escombraries, brutícia			Parcs / zones verdes				Zones de jocs per a nens	Places		Insuficients	Insuficients	Sí	La movilitat amb bicicleta, doncs els pocs carrils bici que hi ha no es respecten en general i és alt el risc de patir un accident.	La no saturació de cotxes a la via pública per tal de reduïr la contaminació i el soroll. Reduïnt els carrers no principals a 1 carril per a cotxes, com passa a altres carrers, evitaria aquests problemes actuals.	27	Dona		La Sagrada Família		8013	Universitària	Treballador per compte aliè		Sí
3654003090	60358171	17/12/2014 14:03:41	17/12/2014 14:08:32					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra				Condicions dels habitatges				Dolenta				Mala qualitat de l'ensenyament	Desigualtat entre escoles		Adequada		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Massa elevades	Dolenta	Alt	Ni perjudicial ni beneficiós							Cap		Parcs / zones verdes	Biblioteques						Insuficients	Insuficients	Sí	-	Donar suport a espais de participació ciutadana com per exmeple l'espai germanetes		Home		La Nova Esquerra de l'Eixample		8029	Secundària	Altres (especifiqueu)	Treballador sense contracte	Sí
3653774084	60358171	17/12/2014 12:12:14	17/12/2014 12:23:29					No hi ha problemes importants	Relació qualitat-preu del lloguer / compra	Manca d'oferta de lloguer / compra	Manca d'oferta pública / cooperativa				Excés de pisos buits	pisos turístics	Molt dolenta	Poques places				Desigualtat entre escoles		Dolenta				Durada dels temps d'espera	Problemes d'atenció / tracte		no tinc opinio clara perquè no l'uso gaire	Elevades	Molt dolenta	Alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)						Parcs / zones verdes				Zones de jocs per a nens	Places	falten botigues de les de tota la vida, que han anat tancant. Però tenim tots els cotxes de BCN	Insuficients	Insuficients	Sí	És un barri de pas de vehícles, de molts pisos buits i molta gent gran; no hi ha xarxes veinals	reduir la circulació i l'aparcament de motos de les voreres; crear zones o espais de convivència	66	Dona		L'Antiga Esquerra de l'Eixample		8011	Universitària	Jubilat / Pensionista		Sí
